CustomerID,Recency,Frequency,Monetary,R_Score,M_Score,F_Score,RFM_Score,Segment
17673,1,7,1588.07,5,4,4,544,Champions
17674,74,2,551.04,2,3,2,223,About to Sleep
17675,1,41,20098.1,5,5,5,555,Champions
17676,4,7,1366.77,5,4,4,544,Champions
17677,2,43,16201.37,5,5,5,555,Champions
17678,264,1,298.11,1,2,1,112,Lost
17679,53,2,1992.1100000000001,3,4,2,324,Promising Customers
17680,24,1,184.4,4,1,1,411,Recent/New Customers
17682,10,7,2459.33,5,5,4,545,Champions
17684,44,1,239.41,3,1,1,311,Lost
17685,17,7,3155.83,4,5,4,445,Champions
17686,7,7,5739.46,5,5,4,545,Champions
17690,30,16,4717.3,4,5,5,455,Champions
17691,358,2,290.40000000000003,1,2,2,122,Lost
17692,127,5,733.44,2,3,3,233,About to Sleep
17693,136,3,187.02,2,1,3,231,About to Sleep
17694,142,1,283.12,2,2,1,212,About to Sleep
17695,132,2,765.34,2,3,2,223,About to Sleep
17696,38,14,2201.05,3,5,5,355,Loyal Customers
17697,236,1,338.95,1,2,1,112,Lost
17698,261,1,154.95,1,1,1,111,Lost
17700,17,6,2508.89,4,5,4,445,Champions
17701,253,1,417.95,1,2,1,112,Lost
17702,30,6,1719.72,4,4,4,444,Champions
17703,35,3,798.74,3,3,3,333,Loyal Customers
17704,169,2,885.19,2,3,2,223,About to Sleep
17705,3,10,1781.12,5,4,4,544,Champions
17706,4,22,10097.37,5,5,5,555,Champions
17707,185,2,152.4,1,1,2,121,Lost
17708,188,2,263.33,1,2,2,122,Lost
17709,170,1,137.45,2,1,1,211,About to Sleep
17711,11,2,385.1,5,2,2,522,Loyal Customers
17712,45,1,522.91,3,3,1,313,Promising Customers
17714,321,1,153.0,1,1,1,111,Lost
17715,201,1,326.4,1,2,1,112,Lost
17716,23,12,5505.79,4,5,5,455,Champions
17718,232,1,139.35,1,1,1,111,Lost
17719,38,18,5367.8,3,5,5,355,Loyal Customers
17720,26,4,1195.94,4,4,3,434,Loyal Customers
17722,96,6,2380.64,2,5,4,245,About to Sleep
17723,127,6,3276.4000000000005,2,5,4,245,About to Sleep
17724,58,4,995.6500000000001,3,4,3,334,Loyal Customers
17725,16,14,3371.13,4,5,5,455,Champions
17727,9,2,1042.55,5,4,2,524,Loyal Customers
17728,4,5,2515.6800000000003,5,5,3,535,Loyal Customers
17730,3,15,5288.83,5,5,5,555,Champions
17731,79,5,878.2,2,3,3,233,About to Sleep
17732,373,1,303.97,1,2,1,112,Lost
17733,39,2,692.19,3,3,2,323,Promising Customers
17734,54,3,700.63,3,3,3,333,Loyal Customers
17735,2,19,13110.02,5,5,5,555,Champions
17736,9,4,337.49,5,2,3,532,Loyal Customers
17737,9,2,168.24,5,1,2,521,Loyal Customers
17738,19,5,1863.35,4,4,3,434,Loyal Customers
17739,12,8,2786.05,4,5,4,445,Champions
17742,113,2,355.11,2,2,2,222,About to Sleep
17744,4,7,2291.08,5,5,4,545,Champions
17746,235,2,98.8,1,1,2,121,Lost
17747,100,2,64.65,2,1,2,221,About to Sleep
17749,178,2,674.52,1,3,2,123,Lost
17750,5,9,1710.45,5,4,4,544,Champions
17752,359,1,80.64,1,1,1,111,Lost
17754,1,6,1632.31,5,4,4,544,Champions
17757,1,31,5573.59,5,5,5,555,Champions
17758,19,8,3408.2,4,5,4,445,Champions
17759,17,3,819.96,4,3,3,433,Loyal Customers
17760,22,2,287.59,4,2,2,422,Loyal Customers
17761,33,1,712.78,3,3,1,313,Promising Customers
17763,263,1,15.0,1,1,1,111,Lost
17764,51,2,772.55,3,3,2,323,Promising Customers
17765,159,3,367.63,2,2,3,232,About to Sleep
17767,15,1,271.2,4,2,1,412,Recent/New Customers
17768,8,3,2081.9,5,5,3,535,Loyal Customers
17769,13,12,3920.08,4,5,5,455,Champions
17770,199,5,1143.27,1,4,3,134,At Risk
17771,57,2,245.81,3,2,2,322,Lost
17772,11,2,173.45,5,1,2,521,Loyal Customers
17774,97,5,1203.78,2,4,3,234,About to Sleep
17775,255,1,56.4,1,1,1,111,Lost
17777,25,3,647.56,4,3,3,433,Loyal Customers
17779,21,5,633.92,4,3,3,433,Loyal Customers
17781,159,2,188.02,2,1,2,221,About to Sleep
17783,72,2,283.47,2,2,2,222,About to Sleep
17785,53,1,131.94,3,1,1,311,Lost
17786,85,2,266.85,2,2,2,222,About to Sleep
17787,153,4,1817.54,2,4,3,234,About to Sleep
17788,74,2,1117.9,2,4,2,224,About to Sleep
17789,281,1,225.9,1,1,1,111,Lost
17790,27,14,1964.3,4,4,5,454,Champions
17791,30,1,106.1,4,1,1,411,Recent/New Customers
17793,25,1,300.34,4,2,1,412,Recent/New Customers
17795,180,2,342.83,1,2,2,122,Lost
17796,40,4,690.0,3,3,3,333,Loyal Customers
17797,22,3,780.43,4,3,3,433,Loyal Customers
17799,22,11,3009.32,4,5,5,455,Champions
17800,37,9,1187.21,3,4,4,344,Loyal Customers
17802,82,4,1251.84,2,4,3,234,About to Sleep
17805,74,1,512.31,2,3,1,213,About to Sleep
17806,11,1,546.04,5,3,1,513,Recent/New Customers
17809,16,15,4627.62,4,5,5,455,Champions
17811,4,51,7601.8,5,5,5,555,Champions
17812,13,4,699.81,4,3,3,433,Loyal Customers
17813,14,7,1641.79,4,4,4,444,Champions
17816,37,4,36.56,3,1,3,331,Loyal Customers
17817,4,3,387.68,5,2,3,532,Loyal Customers
17819,72,8,3661.07,2,5,4,245,About to Sleep
17824,51,1,298.4,3,2,1,312,Lost
17827,5,5,1987.33,5,4,3,534,Loyal Customers
17828,9,9,1599.97,5,4,4,544,Champions
17829,299,1,889.24,1,3,1,113,Lost
17830,2,3,398.7,5,2,3,532,Loyal Customers
17831,33,1,35.400000000000006,3,1,1,311,Lost
17832,50,1,155.37,3,1,1,311,Lost
17835,3,3,342.24,5,2,3,532,Loyal Customers
17836,47,1,110.21000000000001,3,1,1,311,Lost
17837,42,10,1508.38,3,4,4,344,Loyal Customers
17838,27,6,2267.4,4,5,4,445,Champions
17839,42,1,318.15,3,2,1,312,Lost
17841,2,169,39869.05,5,5,5,555,Champions
17843,303,1,205.48,1,1,1,111,Lost
17844,107,1,51.559999999999995,2,1,1,211,About to Sleep
17846,85,1,2033.1,2,5,1,215,About to Sleep
17848,81,9,901.2,2,3,4,243,About to Sleep
17849,218,4,605.8000000000001,1,3,3,133,At Risk
17850,302,35,5303.4800000000005,1,5,5,155,At Risk
17852,12,2,114.34,4,1,2,421,Loyal Customers
17854,185,2,311.26,1,2,2,122,Lost
17855,373,1,208.97,1,1,1,111,Lost
17856,2,6,1393.79,5,4,4,544,Champions
17857,3,25,26763.34,5,5,5,555,Champions
17858,6,12,5140.66,5,5,5,555,Champions
17859,305,1,141.92,1,1,1,111,Lost
17860,369,1,226.45000000000002,1,1,1,111,Lost
17861,3,9,2056.28,5,5,4,545,Champions
17862,324,1,330.9,1,2,1,112,Lost
17863,59,6,3160.0,3,5,4,345,Loyal Customers
17864,13,3,554.85,4,3,3,433,Loyal Customers
17865,31,27,10158.54,4,5,5,455,Champions
17866,143,2,325.7,2,2,2,222,About to Sleep
17867,30,8,583.52,4,3,4,443,Champions
17869,107,5,428.18,2,2,3,232,About to Sleep
17870,2,13,1860.94,5,4,5,554,Champions
17871,205,1,155.9,1,1,1,111,Lost
17873,80,6,1754.16,2,4,4,244,About to Sleep
17874,185,7,658.26,1,3,4,143,At Risk
17877,170,1,237.61,2,1,1,211,About to Sleep
17878,44,1,379.45,3,2,1,312,Lost
17879,174,1,178.52,2,1,1,211,About to Sleep
17880,365,1,458.92,1,2,1,112,Lost
17881,304,1,133.35,1,1,1,111,Lost
17883,3,4,664.34,5,3,3,533,Loyal Customers
17884,4,4,695.07,5,3,3,533,Loyal Customers
17885,12,1,156.34,4,1,1,411,Recent/New Customers
17886,32,3,869.28,3,3,3,333,Loyal Customers
17887,129,1,111.35,2,1,1,211,About to Sleep
17888,19,10,515.73,4,3,4,443,Champions
17889,212,2,201.37,1,1,2,121,Lost
17890,323,2,586.89,1,3,2,123,Lost
17891,162,1,203.85999999999999,2,1,1,211,About to Sleep
17892,56,3,244.1,3,2,3,332,Loyal Customers
17893,225,1,107.21,1,1,1,111,Lost
17894,72,8,1118.96,2,4,4,244,About to Sleep
17895,44,1,95.45,3,1,1,311,Lost
17896,23,1,256.32,4,2,1,412,Recent/New Customers
17897,173,4,516.31,2,3,3,233,About to Sleep
17898,85,2,152.06,2,1,2,221,About to Sleep
17899,159,1,154.55,2,1,1,211,About to Sleep
17900,165,4,15.0,2,1,3,231,About to Sleep
17901,29,1,110.38,4,1,1,411,Recent/New Customers
17904,21,2,168.32,4,1,2,421,Loyal Customers
17905,71,4,798.99,2,3,3,233,About to Sleep
17906,247,1,72.9,1,1,1,111,Lost
17908,374,1,232.03,1,1,1,111,Lost
17911,9,1,366.23,5,2,1,512,Recent/New Customers
17912,310,6,294.65999999999997,1,2,4,142,At Risk
17913,59,2,408.65,3,2,2,322,Lost
17914,4,1,329.36,5,2,1,512,Recent/New Customers
17917,45,3,335.03,3,2,3,332,Loyal Customers
17919,88,1,1304.04,2,4,1,214,About to Sleep
17920,4,17,4119.5,5,5,5,555,Champions
17921,64,4,820.23,3,3,3,333,Loyal Customers
17923,282,1,207.50000000000003,1,1,1,111,Lost
17924,1,13,2894.33,5,5,5,555,Champions
17925,373,1,244.08,1,2,1,112,Lost
17926,133,2,397.29,2,2,2,222,About to Sleep
17928,45,2,212.54,3,1,2,321,Lost
17929,11,5,834.5,5,3,3,533,Loyal Customers
17930,36,5,1740.48,3,4,3,334,Loyal Customers
17931,134,2,408.36,2,2,2,222,About to Sleep
17932,29,3,1331.57,4,4,3,434,Loyal Customers
17934,52,2,704.25,3,3,2,323,Promising Customers
17935,138,2,145.79,2,1,2,221,About to Sleep
17936,5,1,380.13,5,2,1,512,Recent/New Customers
17937,9,7,4301.22,5,5,4,545,Champions
17939,160,1,99.14,2,1,1,211,About to Sleep
17940,49,14,1897.18,3,4,5,354,Loyal Customers
17941,131,1,304.56,2,2,1,212,About to Sleep
17942,8,1,77.50000000000001,5,1,1,511,Recent/New Customers
17946,233,2,149.57999999999998,1,1,2,121,Lost
17947,37,1,176.68,3,1,1,311,Lost
17948,147,1,358.56000000000006,2,2,1,212,About to Sleep
17949,1,52,52750.84,5,5,5,555,Champions
17950,72,4,472.12,2,2,3,232,About to Sleep
17951,40,4,990.8400000000001,3,4,3,334,Loyal Customers
17954,5,16,2276.78,5,5,5,555,Champions
17955,199,4,557.3,1,3,3,133,At Risk
17956,249,1,12.75,1,1,1,111,Lost
17957,66,1,111.68,3,1,1,311,Lost
17958,117,1,508.46000000000004,2,3,1,213,About to Sleep
17960,171,1,73.78,2,1,1,211,About to Sleep
17961,21,39,1296.44,4,4,5,454,Champions
17962,142,1,102.41,2,1,1,211,About to Sleep
17964,32,2,463.21,3,2,2,322,Lost
17965,38,14,2599.19,3,5,5,355,Loyal Customers
17966,38,5,1098.43,3,4,3,334,Loyal Customers
17967,372,1,112.27,1,1,1,111,Lost
17968,374,1,265.1,1,2,1,112,Lost
17969,166,2,228.2,2,1,2,221,About to Sleep
17970,211,1,562.79,1,3,1,113,Lost
17972,242,1,135.19,1,1,1,111,Lost
17973,52,1,337.04,3,2,1,312,Lost
17974,25,3,703.99,4,3,3,433,Loyal Customers
17975,15,14,4388.06,4,5,5,455,Champions
17976,372,1,321.79,1,2,1,112,Lost
17977,29,1,288.14,4,2,1,412,Recent/New Customers
17978,365,1,300.91999999999996,1,2,1,112,Lost
17979,36,5,712.51,3,3,3,333,Loyal Customers
17980,166,3,811.45,2,3,3,233,About to Sleep
17984,145,1,152.68,2,1,1,211,About to Sleep
17985,22,1,631.35,4,3,1,413,Recent/New Customers
17986,56,1,20.8,3,1,1,311,Lost
17987,185,1,198.57,1,1,1,111,Lost
17988,12,8,191.17000000000002,4,1,4,441,Champions
17990,237,3,630.84,1,3,3,133,At Risk
17991,225,2,93.35,1,1,2,121,Lost
17994,122,6,626.09,2,3,4,243,About to Sleep
17995,282,1,76.1,1,1,1,111,Lost
17997,74,12,1503.09,2,4,5,254,About to Sleep
17999,37,2,380.39,3,2,2,322,Lost
18001,12,2,415.13,4,2,2,422,Loyal Customers
18004,362,1,157.92,1,1,1,111,Lost
18005,4,2,226.47,5,1,2,521,Loyal Customers
18006,23,1,444.68,4,2,1,412,Recent/New Customers
18008,70,9,2116.19,3,5,4,345,Loyal Customers
18009,235,2,242.29,1,1,2,121,Lost
18010,257,1,174.8,1,1,1,111,Lost
18011,373,1,102.78999999999999,1,1,1,111,Lost
18013,155,2,187.29,2,1,2,221,About to Sleep
18014,28,1,162.22,4,1,1,411,Recent/New Customers
18015,4,1,120.03,5,1,1,511,Recent/New Customers
18016,32,5,1477.66,3,4,3,334,Loyal Customers
18017,81,3,523.0,2,3,3,233,About to Sleep
18018,108,2,122.14,2,1,2,221,About to Sleep
18019,52,1,38.45,3,1,1,311,Lost
18022,36,1,612.72,3,3,1,313,Promising Customers
18024,153,3,236.77999999999997,2,1,3,231,About to Sleep
18027,99,1,115.31,2,1,1,211,About to Sleep
18030,4,3,220.7,5,1,3,531,Loyal Customers
18032,334,1,73.5,1,1,1,111,Lost
18033,65,1,93.82000000000001,3,1,1,311,Lost
18034,22,2,418.68,4,2,2,422,Loyal Customers
18035,36,3,713.89,3,3,3,333,Loyal Customers
18036,32,3,403.12,3,2,3,332,Loyal Customers
18037,154,6,70.02,2,1,4,241,About to Sleep
18040,19,2,357.20000000000005,4,2,2,422,Loyal Customers
18041,12,22,4075.12,4,5,5,455,Champions
18042,54,1,165.04999999999998,3,1,1,311,Lost
18043,25,3,529.29,4,3,3,433,Loyal Customers
18044,4,11,2085.65,5,5,5,555,Champions
18045,45,1,178.34,3,1,1,311,Lost
18048,203,2,172.29000000000002,1,1,2,121,Lost
18050,359,1,74.4,1,1,1,111,Lost
18053,66,2,297.07,3,2,2,322,Lost
18055,7,11,6729.29,5,5,5,555,Champions
18056,288,1,363.65,1,2,1,112,Lost
18058,10,1,170.16,5,1,1,511,Recent/New Customers
18059,9,4,296.71,5,2,3,532,Loyal Customers
18061,22,10,2119.41,4,5,4,445,Champions
18062,173,3,720.52,2,3,3,233,About to Sleep
18064,133,2,814.0,2,3,2,223,About to Sleep
18065,6,15,2380.08,5,5,5,555,Champions
18066,75,1,318.0,2,2,1,212,About to Sleep
18067,40,1,396.33,3,2,1,312,Lost
18068,289,1,101.7,1,1,1,111,Lost
18069,26,7,1994.39,4,4,4,444,Champions
18071,258,2,453.0,1,2,2,122,Lost
18073,114,13,3846.7400000000002,2,5,5,255,About to Sleep
18074,374,1,489.6,1,3,1,113,Lost
18075,23,14,2538.7200000000003,4,5,5,455,Champions
18077,8,11,2584.41,5,5,5,555,Champions
18078,217,2,336.13,1,2,2,122,Lost
18079,45,4,3613.15,3,5,3,335,Loyal Customers
18080,19,2,1231.5,4,4,2,424,Loyal Customers
18081,36,3,343.45,3,2,3,332,Loyal Customers
18082,26,1,680.84,4,3,1,413,Recent/New Customers
18084,16,2,87.53,4,1,2,421,Loyal Customers
18085,330,2,689.95,1,3,2,123,Lost
18086,274,1,101.34,1,1,1,111,Lost
18087,98,4,3770.12,2,5,3,235,About to Sleep
18088,61,1,166.03,3,1,1,311,Lost
18092,2,12,9065.76,5,5,5,555,Champions
18093,93,5,2083.42,2,5,3,235,About to Sleep
18094,82,7,3017.3,2,5,4,245,About to Sleep
18095,313,2,580.05,1,3,2,123,Lost
18096,12,3,849.06,4,3,3,433,Loyal Customers
18097,8,7,2657.4500000000003,5,5,4,545,Champions
18099,127,1,168.31,2,1,1,211,About to Sleep
18101,11,2,222.4,5,1,2,521,Loyal Customers
18102,1,62,256438.49,5,5,5,555,Champions
18104,37,1,754.64,3,3,1,313,Promising Customers
18105,38,1,113.48000000000002,3,1,1,311,Lost
18106,330,1,421.9,1,2,1,112,Lost
18108,249,2,264.65,1,2,2,122,Lost
18109,2,31,7877.27,5,5,5,555,Champions
18110,19,2,168.55,4,1,2,421,Loyal Customers
18112,12,2,352.69,4,2,2,422,Loyal Customers
18113,369,1,76.32000000000001,1,1,1,111,Lost
18114,290,1,220.1,1,1,1,111,Lost
18116,68,8,1403.1100000000001,3,4,4,344,Loyal Customers
18117,26,1,315.65,4,2,1,412,Recent/New Customers
18118,11,31,5567.03,5,5,5,555,Champions
18119,368,1,180.7,1,1,1,111,Lost
18120,214,1,111.15,1,1,1,111,Lost
18121,149,2,653.3000000000001,2,3,2,223,About to Sleep
18122,8,6,1793.06,5,4,4,544,Champions
18123,24,2,574.4399999999999,4,3,2,423,Loyal Customers
18125,30,5,1130.1,4,4,3,434,Loyal Customers
18126,61,1,200.92,3,1,1,311,Lost
18127,19,3,347.08,4,2,3,432,Loyal Customers
18129,243,1,112.55000000000001,1,1,1,111,Lost
18130,9,4,1045.74,5,4,3,534,Loyal Customers
18133,211,2,715.5,1,3,2,123,Lost
18135,29,5,681.91,4,3,3,433,Loyal Customers
18136,63,4,761.83,3,3,3,333,Loyal Customers
18138,295,1,152.65,1,1,1,111,Lost
18139,17,8,8393.22,4,5,4,445,Champions
18142,151,4,1014.9,2,4,3,234,About to Sleep
18143,117,2,1000.16,2,4,2,224,About to Sleep
18144,8,12,2888.75,5,5,5,555,Champions
18145,13,4,2861.55,4,5,3,435,Loyal Customers
18146,141,2,160.35,2,1,2,221,About to Sleep
18147,46,2,179.34,3,1,2,321,Lost
18149,51,3,612.0799999999999,3,3,3,333,Loyal Customers
18150,32,3,566.58,3,3,3,333,Loyal Customers
18151,135,2,653.35,2,3,2,223,About to Sleep
18154,3,2,399.19,5,2,2,522,Loyal Customers
18155,75,4,347.82,2,2,3,232,About to Sleep
18156,13,2,675.64,4,3,2,423,Loyal Customers
18158,9,3,451.75,5,2,3,532,Loyal Customers
18159,301,1,530.15,1,3,1,113,Lost
18160,57,2,638.0600000000001,3,3,2,323,Promising Customers
18161,10
